,category,hasHuman,hasFace,hasColor,isBright,hasManyDomColors,hasWarmHueAccent,NumOfObjectsInPic,CLASS_positiveTitle,CLASS_neutralTitle,CLASS_negativeTitle,CLASS_positiveText,CLASS_neutralText,CLASS_negativeText,lengthOfTitle,lengthOfText,TitleMatchPicOCR,CreatorMatchTitle,TextMatchPic,CON_numOfImg,CON_numOfRewards,CON_hasVideo,CON_text_Length,CON_numOfFbFriends,CON_experience,CON_goal,CON_duration,successful
207,Crafts,0,0,1,0,0,1,2,0,1,0,0,1,0,17,98,1,0,0,6,10,0,1119,0,7,150,30,1
208,Film & Video,0,0,1,1,0,0,1,0,1,0,0,1,0,16,105,0,0,0,1,11,1,1951,0,0,6000,30,0
209,Comics,0,0,0,1,0,0,0,0,1,0,0,1,0,18,126,0,0,0,15,18,1,2586,2032,12,6500,34,1
210,Music,0,0,0,1,0,0,0,0,1,0,0,1,0,42,128,0,0,0,2,11,1,1773,0,2,2500,29,1
211,Food,1,1,1,1,0,1,29,0,1,0,1,0,0,13,109,0,0,0,7,7,1,2740,0,0,10000,60,0
212,Technology,0,0,1,1,0,1,15,0,1,0,1,0,0,48,101,1,0,0,36,15,1,2143,109,0,125000,45,1
213,Art,0,0,0,1,0,0,0,0,1,0,0,0,1,28,131,0,0,0,1,5,1,1054,0,0,900,35,1
214,Journalism,0,0,1,1,0,1,10,1,0,0,0,1,0,39,132,0,0,0,1,1,1,1414,0,0,2300,30,0
215,Dance,1,0,1,1,0,1,17,0,0,1,0,0,1,30,133,0,1,0,4,10,1,1941,849,2,9000,33,1
216,Food,1,1,1,0,1,1,20,0,1,0,0,1,0,44,108,0,0,0,6,8,1,6635,0,0,30000,42,1
217,Technology,1,0,1,1,0,0,23,0,1,0,1,0,0,13,132,0,0,0,1,3,1,1151,0,0,50000,51,0
218,Food,0,0,1,1,0,1,19,0,1,0,0,1,0,16,119,0,0,0,1,2,0,520,0,0,500,60,0
219,Journalism,0,0,1,1,0,0,13,0,0,1,0,0,1,41,99,1,1,0,9,18,1,8564,0,0,125000,33,0
220,Music,0,0,1,1,0,1,17,0,1,0,0,1,0,50,130,0,0,0,1,5,0,1839,1431,0,2000,10,1
221,Comics,0,0,1,1,0,0,2,0,1,0,0,1,0,50,122,0,0,0,25,18,1,3902,1222,2,26000,51,1
222,Technology,0,0,1,1,0,1,19,0,1,0,1,0,0,31,114,0,0,0,1,2,0,739,0,0,3350,30,0
223,Art,0,0,1,1,1,0,23,0,1,0,0,0,1,18,134,0,0,0,1,3,1,2244,71,0,12000,30,0
224,Art,0,0,1,1,0,0,1,0,1,0,1,0,0,22,110,0,0,0,4,1,1,2997,0,0,500,30,0
225,Journalism,0,0,1,1,1,1,11,0,1,0,0,1,0,23,62,0,0,0,6,2,1,1856,0,0,10000,30,1
226,Comics,1,0,1,1,0,1,14,0,1,0,1,0,0,21,132,0,1,0,1,8,0,1274,0,0,100,30,1
227,Film & Video,1,1,1,0,0,0,17,0,1,0,0,0,1,22,81,0,0,0,10,7,1,1416,0,0,10000,30,1
228,Food,0,0,1,0,0,1,1,0,1,0,1,0,0,26,57,0,0,0,1,6,1,2279,450,2,14000,20,1
229,Design,0,0,1,1,0,1,21,0,1,0,1,0,0,51,103,0,0,0,44,4,1,5406,709,2,50000,45,1
230,Publishing,0,0,1,1,1,1,5,0,0,1,0,0,1,55,129,1,0,0,5,22,1,12350,2097,5,2000,30,1
231,Dance,0,0,1,1,0,1,2,0,1,0,1,0,0,19,134,1,0,0,1,6,1,1086,0,0,5678,30,1
232,Film & Video,1,1,1,1,0,0,22,0,1,0,1,0,0,38,119,0,0,0,12,6,1,5276,0,0,6000,33,1
233,Art,0,0,1,0,0,1,28,0,1,0,0,1,0,40,101,0,1,0,1,7,1,10185,0,0,3300,31,1
234,Publishing,0,0,1,1,0,1,21,0,1,0,0,0,1,50,134,0,0,0,1,1,0,2686,0,0,5000,30,0
235,Film & Video,1,1,1,1,0,1,22,1,0,0,0,0,1,15,134,0,0,1,2,12,1,2385,0,0,30000,45,1
236,Film & Video,0,0,1,1,0,0,0,0,1,0,1,0,0,30,134,1,0,0,1,6,1,573,0,0,1950,30,1
237,Technology,0,0,1,1,1,1,22,0,1,0,0,1,0,17,133,0,0,0,10,15,1,339,0,0,100000,35,1
238,Games,1,0,1,1,0,0,22,0,1,0,0,1,0,9,132,0,0,1,1,6,0,1407,0,0,200000,30,0
239,Comics,0,0,1,1,0,0,11,0,1,0,0,1,0,38,132,1,0,0,24,15,1,5959,0,4,30000,31,1
240,Fashion,0,0,0,1,0,0,0,1,0,0,1,0,0,50,130,0,0,0,59,25,1,4274,0,0,20000,39,1
241,Photography,1,1,1,0,1,0,27,0,1,0,0,1,0,49,135,0,0,1,1,4,0,1488,0,0,5555,60,0
242,Film & Video,1,1,1,1,0,0,21,0,1,0,0,1,0,31,97,0,0,1,1,6,1,2075,0,5,5000,29,1
243,Comics,1,0,1,1,0,0,1,0,0,1,0,0,1,26,61,0,0,0,13,18,0,11297,0,0,2342,29,0
244,Technology,0,0,1,1,0,0,19,0,1,0,1,0,0,50,134,0,1,0,42,16,1,6578,0,2,20000,35,1
245,Comics,1,1,1,1,0,1,2,0,0,1,0,0,1,23,112,0,0,0,25,9,0,3557,841,0,4000,31,1
246,Film & Video,0,0,1,1,0,0,1,0,1,0,1,0,0,48,134,0,0,0,7,9,1,2985,0,3,3371,19,1
247,Technology,0,0,1,1,0,1,3,0,1,0,0,1,0,13,79,0,0,0,4,4,1,2213,0,0,19000,40,0
248,Art,1,0,1,1,1,1,24,0,1,0,0,1,0,49,111,0,0,1,1,11,1,2415,0,0,4000,30,1
249,Comics,0,0,1,1,1,1,10,1,0,0,0,0,1,24,86,0,0,0,20,13,1,1853,1038,6,6000,14,1
250,Music,1,1,1,1,0,1,25,0,1,0,1,0,0,35,129,0,0,0,2,10,1,4246,0,0,5500,30,0
251,Film & Video,0,0,1,1,0,1,5,0,1,0,0,0,1,21,131,0,1,0,1,6,1,3471,0,0,4000,35,1
252,Technology,0,0,1,1,0,0,2,0,1,0,0,1,0,50,120,0,0,0,15,6,0,5985,0,0,11000,60,0
253,Games,0,0,0,1,0,0,0,0,1,0,0,1,0,37,129,0,0,0,6,15,1,4834,0,5,1500,60,1
254,Art,0,0,1,0,0,1,2,0,1,0,0,1,0,43,92,1,0,0,1,28,1,1511,0,0,500,30,1
255,Crafts,0,0,1,1,0,1,21,0,1,0,0,0,1,12,134,0,0,0,1,1,0,851,0,0,1000,30,0
256,Food,0,0,1,1,0,1,24,0,1,0,0,0,1,17,127,0,0,1,3,1,0,1260,0,0,8500,60,0
257,Music,1,1,1,1,0,0,22,0,1,0,0,1,0,47,85,0,0,0,1,2,1,5863,0,2,1500,31,1
258,Food,0,0,1,1,0,1,7,0,0,1,0,0,1,43,120,0,0,0,5,7,0,4525,0,0,5650,40,0
259,Design,0,0,1,0,0,1,8,0,1,0,0,1,0,55,68,1,0,0,23,7,1,4779,0,0,5000,59,1
260,Art,1,0,1,1,0,1,15,0,1,0,0,0,1,50,131,0,0,0,6,6,1,4596,0,0,2750,42,0
261,Publishing,0,0,1,1,0,0,5,0,1,0,0,1,0,16,135,0,0,0,6,8,1,4082,1630,2,2280,21,1
262,Music,0,0,1,1,0,0,18,0,1,0,0,1,0,22,119,0,0,0,5,9,1,4002,0,0,8000,30,1
263,Art,0,0,1,1,0,1,8,0,1,0,0,1,0,25,107,0,0,0,19,2,0,736,0,0,150,15,0
264,Art,0,0,1,1,0,1,2,0,1,0,1,0,0,9,107,0,0,0,4,3,1,1126,0,0,30000,60,0
265,Music,1,0,1,0,0,1,34,0,1,0,1,0,0,22,133,0,0,0,1,6,1,1710,0,0,800,34,1
266,Publishing,1,0,0,1,0,0,19,0,1,0,1,0,0,46,117,0,0,0,1,2,0,388,0,0,5000,30,0
267,Film & Video,0,0,1,0,0,1,14,1,0,0,1,0,0,23,101,1,0,0,1,4,1,994,0,2,3500,37,1
268,Photography,0,0,1,1,0,0,24,0,1,0,0,1,0,30,134,0,0,1,34,15,1,8497,0,0,30000,35,0
269,Art,1,0,1,1,0,1,21,0,1,0,0,1,0,18,131,0,0,1,1,5,0,1633,0,0,300,30,1
270,Art,1,0,1,1,1,1,18,0,1,0,1,0,0,35,134,0,0,0,1,5,0,730,4856,2,3000,49,1
271,Games,0,0,0,1,0,0,0,0,1,0,0,0,1,37,126,0,0,0,34,6,1,5459,0,0,420,28,1
272,Music,0,0,1,1,1,0,22,0,1,0,1,0,0,39,134,0,0,0,7,9,1,9480,0,0,3000,35,1
273,Technology,1,0,1,1,0,0,4,0,1,0,0,1,0,44,91,0,0,0,13,11,1,4333,0,0,10000,45,1
274,Journalism,0,0,1,1,0,0,2,0,1,0,0,0,1,29,92,0,0,0,7,4,1,3451,0,0,800,30,0
275,Photography,0,0,0,1,0,0,25,1,0,0,1,0,0,47,97,0,0,1,1,5,1,551,30,0,500,3,0
276,Publishing,0,0,1,1,0,1,14,1,0,0,1,0,0,23,85,0,0,1,8,6,1,4338,0,0,6800,30,0
277,Crafts,0,0,1,1,1,1,12,0,1,0,1,0,0,22,114,0,0,0,1,3,0,1011,1287,0,100,45,1
278,Design,0,0,0,1,0,0,3,0,1,0,0,1,0,13,134,0,0,0,1,2,1,1265,0,0,550,30,0
279,Publishing,0,0,1,1,0,1,0,0,0,1,1,0,0,50,135,1,0,0,1,6,0,2161,0,0,5000,25,0
280,Food,0,0,1,0,0,0,30,0,1,0,0,1,0,18,108,0,0,0,1,1,0,943,0,0,2000,30,0
281,Publishing,0,0,1,1,0,1,2,0,1,0,0,1,0,46,101,0,0,0,4,6,0,5974,704,0,2500,30,1
282,Music,1,1,0,1,0,0,17,0,1,0,0,1,0,26,124,0,0,0,1,8,1,1419,0,0,5000,40,1
283,Comics,0,0,1,1,1,1,3,0,1,0,0,0,1,24,125,0,0,0,29,11,1,3178,0,4,30000,31,1
284,Design,0,0,1,1,0,0,21,0,1,0,0,1,0,50,133,1,0,1,1,14,1,0,0,0,10000,30,1
285,Music,1,1,1,1,0,0,22,0,0,1,1,0,0,48,132,0,0,0,1,16,1,2653,886,0,2500,30,1
286,Film & Video,0,0,0,1,0,0,0,0,1,0,1,0,0,10,131,0,0,0,1,7,1,1711,0,0,3000,32,1
287,Technology,0,0,1,1,1,1,1,0,1,0,0,1,0,50,133,1,0,0,2,8,1,2963,0,3,6000,30,1
288,Music,1,1,1,1,0,0,23,0,1,0,0,0,1,18,108,0,0,1,10,2,1,890,0,0,1500,59,0
289,Art,0,0,0,1,0,0,0,0,1,0,0,1,0,39,28,1,0,0,14,16,0,5923,0,3,300,30,1
290,Dance,1,1,1,1,0,1,6,0,1,0,0,1,0,50,122,1,0,0,4,8,1,4076,0,5,2000,30,1
291,Art,0,0,1,1,0,1,12,0,1,0,0,1,0,50,132,0,0,0,1,10,0,3908,0,0,1500,11,1
292,Film & Video,0,0,1,1,0,1,27,0,0,1,1,0,0,30,103,0,0,1,1,2,0,869,0,0,1000,7,1
293,Technology,0,0,0,1,0,0,1,0,1,0,0,1,0,14,105,0,0,0,11,5,1,12304,0,0,5000,30,1
294,Publishing,0,0,1,0,0,1,1,0,1,0,1,0,0,26,106,1,0,0,29,14,1,5865,4947,6,12000,30,1
295,Art,0,0,1,1,0,1,10,0,1,0,0,1,0,49,131,0,0,0,1,1,0,1397,0,0,2000,28,0
296,Film & Video,0,0,1,1,0,1,15,0,0,1,0,0,1,36,61,0,0,0,2,10,1,2841,0,0,10000,45,1
297,Food,0,0,1,1,0,1,4,0,1,0,1,0,0,52,133,1,0,0,21,9,1,4631,0,0,10000,30,0
298,Art,0,0,1,1,1,1,2,0,1,0,0,0,1,41,112,1,0,0,1,6,0,1731,281,0,105,45,1
299,Publishing,0,0,1,1,0,0,2,0,1,0,1,0,0,58,92,1,0,1,1,4,0,854,0,0,9000,30,0
300,Design,0,0,0,1,0,0,0,0,1,0,0,1,0,18,101,0,0,0,8,6,1,2219,273,24,3000,30,1
301,Games,0,0,1,0,0,1,3,0,0,1,0,0,1,47,125,0,0,0,34,11,1,10660,4845,7,40000,15,1
302,Technology,0,0,1,1,0,0,1,0,1,0,0,0,1,41,121,0,0,0,1,2,0,0,0,0,100000,30,0
303,Games,0,0,1,1,0,0,4,0,1,0,0,1,0,48,33,1,0,0,16,12,1,5763,0,2,3000,20,1
304,Art,0,0,1,0,0,1,3,0,1,0,1,0,0,26,48,0,0,0,14,10,1,3864,0,0,5000,30,0
305,Theater,0,0,1,1,0,0,8,0,0,1,0,1,0,28,130,0,0,0,5,9,1,4954,0,0,5750,25,1
306,Publishing,0,0,0,1,0,0,1,0,1,0,0,1,0,15,116,0,0,0,1,14,1,2062,0,0,2000,30,1
307,Music,1,0,1,0,0,1,19,0,1,0,0,1,0,49,122,0,0,0,4,11,1,2831,0,0,2500,30,1
308,Technology,0,0,1,1,0,1,9,0,1,0,1,0,0,54,126,0,0,1,15,9,1,6773,0,9,5000,40,1
309,Design,0,0,1,1,0,1,29,0,1,0,0,1,0,30,94,0,0,1,49,12,0,2963,869,2,10000,13,1
310,Music,0,0,0,1,0,0,16,0,1,0,0,1,0,38,107,0,0,0,1,8,0,1812,1044,0,1300,27,1
311,Publishing,0,0,1,1,0,1,11,0,1,0,0,1,0,24,135,0,0,0,22,14,1,5991,0,3,10000,44,1
312,Art,0,0,1,1,0,1,21,0,1,0,1,0,0,45,47,0,0,0,8,15,0,4283,0,2,4000,30,1
313,Film & Video,0,0,0,1,0,0,0,0,1,0,1,0,0,28,131,1,0,0,1,5,1,904,0,0,12000,14,0
314,Publishing,0,0,0,1,0,0,0,1,0,0,0,1,0,30,120,1,0,0,1,1,1,3747,0,0,50000,45,0
315,Journalism,0,0,1,1,0,1,1,0,1,0,1,0,0,47,93,1,0,0,1,3,0,1636,0,0,600,30,0
316,Games,0,0,0,1,0,0,0,0,1,0,0,1,0,56,129,0,0,0,17,1,1,2057,0,5,4500,24,1
317,Publishing,0,0,0,1,0,0,0,0,0,1,0,1,0,18,134,0,0,0,1,5,0,1091,735,0,750,30,1
318,Photography,0,0,1,1,0,1,29,0,1,0,0,0,1,16,134,0,0,0,1,4,0,482,0,0,600,17,1
319,Comics,1,1,1,1,0,0,23,0,1,0,1,0,0,44,106,0,0,0,11,9,1,2730,0,2,2000,30,1
320,Crafts,0,0,1,1,0,1,14,0,1,0,0,1,0,21,52,0,0,0,1,2,0,842,1011,0,250,10,0
321,Games,0,0,1,1,0,0,2,0,1,0,1,0,0,20,66,1,0,0,50,18,1,9282,1530,0,25000,30,1
322,Fashion,0,0,1,1,0,1,12,0,1,0,1,0,0,50,124,0,0,0,11,12,1,5661,0,0,7000,30,0
323,Design,0,0,1,1,1,0,18,0,1,0,0,1,0,24,128,0,0,0,1,3,1,1158,0,0,100000,30,0
324,Design,0,0,0,1,0,0,4,0,1,0,0,1,0,22,124,0,0,0,5,6,1,1497,3471,0,800,44,1
325,Art,0,0,1,1,0,0,23,0,1,0,0,0,1,17,133,0,0,0,3,10,1,4427,0,0,150000,30,0
326,Comics,0,0,0,1,0,0,0,0,1,0,0,0,1,22,134,0,0,0,8,12,1,3913,4677,10,3000,30,1
327,Film & Video,1,0,1,0,0,0,12,0,0,1,0,0,1,30,134,0,0,1,11,5,1,3057,0,0,800,15,0
328,Photography,0,0,1,0,0,1,28,0,1,0,0,1,0,50,121,0,0,0,33,16,1,10006,0,8,8500,34,1
329,Art,0,0,1,1,0,0,2,0,1,0,0,1,0,32,120,0,0,0,1,1,1,2229,0,0,20000,30,0
330,Dance,0,0,0,1,0,0,0,0,1,0,0,1,0,17,42,1,0,0,1,7,0,5760,0,0,4580,31,1
331,Food,0,0,0,1,0,0,0,0,0,1,0,1,0,50,130,0,0,0,1,4,0,2018,0,0,5000,30,0
332,Technology,0,0,1,0,0,1,19,0,1,0,0,1,0,35,114,1,0,0,1,3,0,2481,0,0,5000,30,0
333,Art,0,0,1,0,0,1,11,0,1,0,0,1,0,50,128,1,0,1,1,9,0,1378,0,0,2700,30,0
334,Publishing,0,0,1,0,0,1,17,0,1,0,0,1,0,15,134,0,1,0,1,3,0,1348,0,0,40000,60,0
335,Music,1,0,1,0,0,1,9,0,1,0,0,1,0,37,129,0,0,0,1,3,0,2801,0,0,750,54,1
336,Games,1,1,1,1,1,1,18,0,1,0,1,0,0,57,132,1,0,0,7,2,0,1957,0,37,500,14,1
337,Film & Video,0,0,0,1,0,0,21,0,1,0,0,0,1,11,131,0,0,0,1,6,1,1393,0,0,8000,31,0
338,Music,0,0,0,1,0,0,21,0,1,0,0,1,0,28,105,0,0,0,1,12,1,3500,0,0,10000,30,1
339,Journalism,1,1,1,1,1,1,21,0,1,0,0,1,0,48,131,0,0,0,1,11,1,5265,0,0,50000,32,0
340,Music,1,1,1,1,0,0,23,0,1,0,1,0,0,47,122,0,0,0,5,19,1,5076,0,0,15000,34,1
341,Film & Video,0,0,0,1,0,0,0,1,0,0,0,1,0,23,123,0,0,0,3,12,1,3110,0,0,7777,17,1
342,Music,1,0,1,1,1,1,16,0,0,1,0,0,1,47,130,0,0,0,2,4,1,859,0,0,1500,30,1
343,Film & Video,1,1,1,0,1,1,14,0,1,0,0,1,0,25,70,0,0,0,1,18,1,3469,0,0,40000,30,0
344,Design,0,0,0,1,0,0,0,0,1,0,0,0,1,41,123,1,0,0,12,10,1,5037,0,0,10000,30,1
345,Theater,0,0,1,1,0,0,1,0,1,0,0,1,0,29,135,0,0,0,2,10,1,1018,1653,6,300,30,1
346,Games,0,0,0,1,0,0,0,0,0,1,0,0,1,40,83,1,1,0,36,14,1,9506,0,0,11200,30,1
347,Publishing,1,0,1,0,0,0,2,0,1,0,1,0,0,10,124,0,1,0,8,8,1,4872,623,6,1000,35,1
348,Games,0,0,1,1,0,0,1,0,1,0,1,0,0,7,134,0,0,0,1,1,1,2158,0,0,8000,30,0
349,Design,0,0,1,0,0,1,14,0,1,0,0,1,0,60,123,0,0,0,21,7,1,4824,1531,0,30000,30,1
350,Music,0,0,1,1,0,0,2,0,1,0,1,0,0,33,40,0,0,0,1,5,0,1046,0,0,4500,58,1
351,Publishing,1,1,1,0,0,0,21,0,1,0,0,0,1,43,128,0,0,0,4,11,1,15068,0,3,3500,30,1
352,Food,0,0,1,1,1,0,20,1,0,0,1,0,0,41,134,0,0,1,1,4,0,935,0,0,100,30,0
353,Technology,0,0,1,1,0,1,9,0,1,0,0,1,0,37,91,0,0,0,33,8,1,2476,0,0,30000,45,1
354,Design,1,0,1,0,0,0,17,0,1,0,0,1,0,9,35,0,0,0,40,9,1,3220,0,2,15000,30,1
355,Fashion,0,0,1,1,1,1,18,0,1,0,0,1,0,20,117,0,0,0,1,4,0,1148,0,0,1800,17,0
356,Food,0,0,1,1,1,1,13,0,1,0,0,1,0,25,39,0,0,0,6,12,1,3750,0,0,18000,20,1
357,Design,0,0,0,1,0,0,0,0,1,0,0,0,1,32,121,0,0,0,5,5,0,2017,0,0,4000,27,0
358,Film & Video,0,0,1,1,0,0,18,0,1,0,1,0,0,9,97,0,0,1,1,5,0,607,0,0,8000,30,0
359,Art,0,0,1,1,0,0,2,0,1,0,0,0,1,27,36,1,0,0,5,4,0,2726,0,2,450,30,1
360,Art,0,0,1,1,1,1,9,0,1,0,0,1,0,49,50,1,0,0,3,2,0,158,0,0,400,3,0
361,Publishing,0,0,1,1,0,1,0,0,0,1,1,0,0,49,76,0,0,0,1,7,0,3209,0,2,1400,40,1
362,Crafts,0,0,1,1,0,1,19,0,1,0,0,1,0,30,115,0,0,0,1,9,1,1358,1789,0,500,30,1
363,Food,0,0,1,1,0,0,15,0,1,0,0,1,0,26,122,0,1,0,2,7,0,1728,0,0,5000,30,0
364,Art,1,1,1,1,0,1,21,0,1,0,1,0,0,35,111,0,0,1,1,12,1,2110,12,0,5000,31,0
365,Design,0,0,0,1,0,0,0,0,1,0,1,0,0,28,31,0,0,0,6,2,0,0,0,0,100,5,1
366,Games,0,0,1,1,0,1,20,0,1,0,0,1,0,25,122,0,0,1,17,8,1,4224,769,0,5000,30,1
367,Music,0,0,1,0,0,0,10,1,0,0,0,0,1,50,128,0,0,0,1,1,1,2013,0,0,9500,30,0
368,Food,0,0,1,0,0,1,10,0,1,0,0,1,0,40,131,0,0,0,5,6,1,1697,0,0,17500,21,0
369,Publishing,0,0,0,1,0,0,1,0,1,0,0,0,1,50,135,0,1,0,1,1,0,5161,237,0,1200,21,1
370,Comics,1,1,1,0,0,1,4,0,0,1,0,1,0,36,134,0,0,0,27,17,1,2930,356,8,30000,36,1
371,Art,0,0,1,1,0,0,12,0,1,0,0,1,0,31,131,0,0,0,1,8,1,2296,1998,3,2000,30,1
372,Technology,1,1,1,1,1,0,27,0,1,0,0,0,1,38,134,1,0,0,34,21,1,3390,0,0,20000,30,1
373,Film & Video,1,0,1,1,0,1,32,0,1,0,0,0,1,48,113,0,0,0,1,13,1,1690,0,0,10000,40,1
374,Comics,1,1,1,1,0,0,1,0,1,0,1,0,0,42,125,0,0,0,1,7,0,1563,0,0,3000,30,0
375,Music,1,1,1,1,0,1,5,0,1,0,1,0,0,37,129,1,0,0,1,6,0,655,0,0,3000,44,0
376,Crafts,0,0,1,0,0,1,13,0,1,0,0,1,0,12,135,0,0,0,1,9,0,1325,0,0,5000,33,0
377,Technology,0,0,1,1,1,1,11,0,1,0,1,0,0,50,99,0,0,0,49,15,1,7892,0,0,25000,45,1
378,Comics,1,0,1,0,0,1,13,0,1,0,0,0,1,20,130,0,0,0,19,4,0,6907,0,0,500,29,0
379,Art,0,0,1,1,0,1,25,0,1,0,1,0,0,20,126,0,0,0,5,6,0,1272,80,0,5000,30,0
380,Music,1,0,1,0,1,1,15,0,1,0,0,1,0,39,70,0,0,0,1,8,1,3550,1903,0,4000,30,1
381,Art,0,0,1,1,0,0,24,0,1,0,0,0,1,36,134,0,0,1,1,7,1,2745,1960,0,10000,25,1
382,Food,1,1,1,0,0,0,23,0,1,0,0,1,0,50,133,0,0,1,11,13,1,1043,0,0,35000,37,1
383,Art,0,0,1,1,0,1,16,0,1,0,1,0,0,38,51,0,0,0,1,1,0,1544,0,0,1000,30,0
384,Photography,0,0,1,1,0,1,5,0,0,1,0,0,1,26,130,0,0,0,11,11,1,3760,736,2,6000,29,1
385,Art,0,0,0,1,0,0,1,0,1,0,0,1,0,34,132,0,0,0,1,4,1,1359,0,0,5000,22,0
386,Food,0,0,1,0,0,1,2,0,1,0,0,1,0,50,135,1,0,0,7,15,1,2421,2328,0,50000,33,0
387,Music,1,0,1,1,0,0,17,0,1,0,1,0,0,21,91,0,0,0,6,10,1,3737,1446,0,5000,30,1
388,Games,0,0,1,1,0,1,2,0,1,0,0,0,1,14,134,0,0,0,1,2,1,1588,0,0,50000,30,0
389,Publishing,1,1,1,1,0,1,19,0,1,0,0,0,1,18,80,0,0,1,1,12,1,4766,0,0,3000,30,1
390,Journalism,0,0,1,1,0,0,1,0,1,0,0,1,0,13,57,1,1,0,3,1,0,1474,0,0,15000,60,0
391,Art,0,0,1,1,0,1,14,0,0,1,0,0,1,47,105,1,0,0,2,4,1,3241,0,0,200,15,1
392,Design,1,1,1,1,1,1,13,0,1,0,0,1,0,30,127,0,1,0,1,1,0,1969,0,0,3500,30,0
393,Games,0,0,0,1,0,0,0,0,1,0,1,0,0,28,132,1,0,0,5,7,1,4147,0,0,7500,18,0
394,Design,0,0,1,1,0,1,0,0,1,0,0,1,0,54,51,1,1,0,23,6,1,1297,0,0,5000,30,1
395,Comics,0,0,0,1,0,0,4,0,1,0,0,0,1,27,104,0,0,0,7,15,1,2059,683,6,250,20,1
396,Games,0,0,1,0,0,1,32,0,0,1,0,1,0,44,79,0,0,0,35,6,1,7470,79,3,27000,30,1
397,Technology,0,0,0,1,0,0,0,0,1,0,0,1,0,50,130,0,1,0,27,14,1,2102,0,3,50000,38,1
398,Journalism,0,0,1,1,0,1,22,0,1,0,0,1,0,15,134,0,0,0,1,1,0,683,0,0,15000,30,0
399,Art,0,0,0,1,0,0,15,0,1,0,1,0,0,9,95,0,0,0,1,3,0,784,0,0,2000,20,0
400,Art,0,0,1,1,0,1,0,0,1,0,0,1,0,49,97,0,1,0,1,3,1,1544,0,0,12500,30,0
401,Publishing,0,0,1,1,1,1,15,0,1,0,0,1,0,46,128,0,0,0,17,14,1,6122,0,2,8250,30,1
402,Crafts,0,0,1,1,0,0,25,0,1,0,0,1,0,44,80,0,0,0,1,7,1,1786,0,0,500,30,1
403,Games,1,1,1,1,0,1,2,1,0,0,1,0,0,27,134,0,0,0,16,7,1,4550,0,0,7500,21,0
404,Publishing,1,1,1,1,0,1,22,0,1,0,1,0,0,5,133,0,0,0,1,15,1,7693,0,0,15000,35,1
405,Design,0,0,1,1,0,1,0,0,1,0,1,0,0,14,47,0,0,0,10,6,1,3685,0,0,5000,30,1
406,Art,0,0,1,1,0,0,6,0,1,0,0,1,0,23,50,0,0,0,12,7,1,2130,222,3,850,30,1
407,Technology,0,0,1,1,0,0,7,0,1,0,0,1,0,46,100,0,0,0,39,10,1,6148,0,0,50000,50,1
408,Art,1,1,1,1,0,0,26,1,0,0,1,0,0,49,134,0,0,0,1,9,1,706,0,0,500,45,0
409,Music,1,1,1,1,0,1,20,0,1,0,0,1,0,50,124,0,0,0,1,6,1,2607,0,0,7500,30,1
410,Art,0,0,1,1,0,0,18,1,0,0,1,0,0,18,94,0,0,0,1,6,0,1905,0,0,3333,17,0
411,Art,0,0,1,1,0,1,23,0,1,0,0,1,0,29,122,0,0,0,8,16,1,1401,1521,0,15000,30,1
412,Comics,0,0,1,1,0,1,1,0,0,1,0,1,0,36,127,0,0,0,2,7,1,2085,0,0,2261,60,0
413,Journalism,0,0,1,0,0,0,10,0,1,0,0,1,0,28,131,1,0,0,7,9,1,2335,0,0,11120,28,0
414,Music,0,0,1,1,0,1,3,0,1,0,1,0,0,24,105,0,0,0,1,4,0,704,803,0,1500,27,1
415,Comics,0,0,1,1,0,1,1,0,1,0,0,1,0,37,112,0,0,0,35,27,1,7525,0,12,8500,16,1
416,Film & Video,0,0,1,0,0,1,8,0,1,0,0,1,0,21,125,0,0,0,6,10,1,3394,1506,3,5000,31,1
417,Games,0,0,1,1,0,1,1,0,1,0,0,1,0,24,103,0,0,0,5,8,1,2606,0,0,3000,28,1
418,Publishing,0,0,1,1,0,1,31,0,1,0,1,0,0,49,133,0,0,0,1,3,0,840,0,0,7000,30,0
419,Design,0,0,0,1,0,0,0,0,1,0,1,0,0,48,105,0,0,0,53,15,1,8264,0,0,10000,60,1
420,Film & Video,1,0,1,1,0,1,24,0,1,0,1,0,0,39,132,0,0,1,14,7,1,6005,0,0,2000,30,0
421,Technology,0,0,1,1,0,0,0,0,1,0,1,0,0,50,128,1,0,0,16,14,1,7967,192,17,2000,20,1
422,Publishing,1,0,1,1,1,0,33,0,1,0,0,1,0,50,110,0,0,1,6,7,1,2020,1289,2,5000,30,1
423,Comics,0,0,1,1,0,1,1,0,1,0,0,0,1,42,126,0,0,0,1,1,0,442,0,0,50000,15,0
424,Photography,0,0,1,1,0,0,14,0,1,0,1,0,0,50,135,1,0,0,5,5,0,2694,0,0,4200,51,0
425,Comics,1,0,1,1,0,0,1,0,0,1,0,0,1,16,63,0,0,0,1,1,0,274,0,0,300,42,0
426,Crafts,0,0,1,1,0,0,14,0,1,0,1,0,0,40,124,1,0,0,10,16,1,4651,0,0,10000,30,1
427,Art,0,0,1,1,0,0,1,0,1,0,1,0,0,37,127,0,0,0,1,2,1,6061,454,0,750,25,1
428,Fashion,1,1,1,1,0,1,16,0,1,0,0,1,0,31,127,0,0,1,16,13,1,3292,1067,0,39000,30,1
429,Music,0,0,1,1,1,1,5,0,1,0,0,1,0,42,130,0,1,0,17,18,1,1114,0,0,3500,35,0
