,category,duration,success,goal,pledged,backers,%pledged
39,Design,33,successful,3000,9769.0,159,325.63
40,Dance,30,failed,2500,1.0,1,0.04
41,Film & Video,60,failed,500,76.0,5,15.2
42,Music,25,successful,3500,3550.0,22,101.43
43,Technology,30,successful,200,200.0,13,100.0
44,Comics,30,failed,13000,839.0,31,6.45
45,Publishing,30,successful,500,1126.0,43,225.2
46,Art,29,successful,10000,10014.0,66,100.14
47,Music,14,successful,2000,2040.0,21,102.0
48,Art,46,successful,1000,1501.0,25,150.1
49,Photography,30,failed,900,50.0,1,5.56
50,Art,32,failed,10001,418.0,15,4.18
51,Comics,29,successful,500,1761.0,59,352.2
52,Music,28,successful,5000,5003.0,65,100.06
53,Technology,30,successful,950,1015.0,15,106.84
54,Design,30,successful,75000,182166.0,187,242.89
55,Dance,15,failed,6000,100.0,4,1.67
56,Art,15,successful,5000,7900.0,51,158.0
57,Film & Video,30,successful,1000,2298.0,19,229.8
58,Art,30,successful,4000,4005.0,13,100.12
59,Art,14,successful,400,407.5,32,101.88
60,Publishing,60,successful,500,1979.0,34,395.8
61,Comics,35,failed,25000,42.0,4,0.17
62,Music,30,failed,2000,105.0,5,5.25
63,Film & Video,30,failed,25000,0.0,0,0.0
64,Technology,28,successful,10500,10710.0,100,102.0
65,Music,30,failed,10000,650.0,17,6.5
66,Comics,31,successful,17500,18953.0,250,108.3
67,Crafts,30,successful,500,8262.0,218,1652.4
68,Art,9,successful,3300,3350.0,34,101.52
69,Publishing,40,failed,9500,0.0,0,0.0
70,Publishing,60,failed,6000,507.0,13,8.45
71,Film & Video,30,successful,1200,1415.0,76,117.92
72,Film & Video,30,successful,10000,14703.0,124,147.03
73,Games,24,successful,25000,155983.0,2575,623.93
74,Design,40,successful,1000,4777.0,87,477.7
75,Comics,17,successful,500,1357.0,51,271.4
76,Food,60,failed,50000,27.0,3,0.05
77,Technology,30,failed,175000,0.0,0,0.0
78,Food,30,failed,5000,60.0,3,1.2
79,Art,30,failed,1000,396.0,9,39.6
80,Publishing,30,successful,5000,5685.11,230,113.7
81,Comics,29,successful,8000,12449.0,310,155.61
82,Design,10,failed,250,208.0,18,83.2
83,Film & Video,31,successful,3000,3425.0,105,114.17
84,Comics,30,successful,150000,665725.94,5553,443.82
85,Music,30,successful,6000,6820.0,121,113.67
86,Comics,30,successful,995,1476.0,20,148.34
87,Film & Video,30,failed,1000,0.0,0,0.0
88,Games,30,successful,300,9095.0,500,3031.67
89,Publishing,19,successful,4000,4225.0,72,105.62
90,Music,29,successful,2500,2705.0,33,108.2
91,Food,45,successful,10000,11825.81,172,118.26
92,Games,34,failed,150000,11847.0,108,7.9
93,Technology,60,successful,50000,1677550.0,4018,3355.1
94,Publishing,30,successful,5800,13728.83,335,236.7
95,Art,24,failed,500,0.0,0,0.0
96,Comics,30,successful,10000,23878.0,669,238.78
97,Technology,30,failed,1000,388.0,16,38.8
98,Music,52,failed,15000,1126.0,10,7.51
99,Publishing,29,successful,4000,4281.0,60,107.02
100,Publishing,30,failed,1000,67.0,4,6.7
101,Publishing,30,successful,15000,18246.0,241,121.64
102,Games,30,successful,4000,14426.0,102,360.65
103,Games,31,successful,6000,16949.0,673,282.48
104,Publishing,32,successful,5000,5305.0,31,106.1
105,Games,45,failed,35000,1767.0,21,5.05
106,Publishing,30,failed,14500,1375.0,13,9.48
107,Technology,30,failed,3000,10.0,1,0.33
108,Games,60,failed,1500,45.0,3,3.0
109,Art,40,failed,5500,10.0,1,0.18
110,Art,30,failed,4999,85.0,4,1.7
111,Games,32,successful,12000,13143.0,605,109.53
112,Technology,45,failed,90000,38.0,4,0.04
113,Design,15,failed,563,11.0,1,1.95
114,Design,30,successful,10000,10199.0,80,101.99
115,Art,10,failed,2000,261.0,11,13.05
116,Film & Video,60,successful,12500,13126.0,76,105.01
117,Technology,40,successful,7000,11763.0,69,168.04
118,Food,45,successful,2000,2205.0,47,110.25
119,Publishing,30,failed,15000,0.0,0,0.0
120,Design,60,successful,500,530.0,6,106.0
121,Comics,30,successful,4500,5791.0,85,128.69
122,Music,21,successful,1500,2328.0,46,155.2
123,Technology,45,successful,50000,381496.0,990,762.99
124,Publishing,29,successful,40000,287342.47,4242,718.36
125,Music,30,failed,5000,1.0,1,0.02
126,Publishing,30,failed,2800,1.0,1,0.04
127,Music,21,successful,5000,5225.0,81,104.5
128,Film & Video,60,successful,23000,31586.0,171,137.33
129,Publishing,30,successful,1000,1713.0,44,171.3
130,Design,30,successful,4500,9350.0,223,207.78
131,Art,30,successful,4000,4010.0,25,100.25
132,Food,60,failed,10000,1132.0,30,11.32
133,Art,30,successful,2105,2159.0,34,102.57
134,Design,30,successful,600,4355.0,151,725.83
135,Crafts,45,failed,6000,26.0,2,0.43
136,Comics,30,successful,8000,8641.0,137,108.01
